block_id,A,B,wage,V,theta
1001,1.2240940519248402,0.5040238053492511,0.728929071976593,1444.9116671280963,0.992674945508399
1005,1.1005603438325868,0.0,0.6236670444925836,126.34419633895841,1.0
1007,1.4926268997714245,1.0194612143773203,0.927888985241145,3542.1365490922876,0.8757299976049653
1009,1.2442186807753963,0.7026969366589266,0.7270367565906258,439.22187571599886,0.9391385401740378
1010,0.0,0.8116400413447448,0.0,255.5196792273884,0.0
1012,1.1342369598445474,1.1391088940144727,0.6056199732900428,1857.4617833545612,0.16152450550447206
1013,1.0898197428384475,1.1406401107519888,0.5929076455962647,1221.843774115462,0.11674486193167134
1044,1.069014891549179,1.153468185107796,0.5588992311747656,1347.8149165748314,0.0917435441384364
1072,1.237229500847284,0.5202615572806517,0.7126269970623054,226.86109555904068,0.9917337930934822
1073,0.9826569890402218,1.0403899963459098,0.5030443234428689,736.7088868926724,0.08247552803309308
1074,1.389600918801915,0.9464394868338072,0.788273265860396,1088.1919468801568,0.8427961586503825
1075,1.0345907465843855,0.9872570738231585,0.5515151410265207,1487.5179329623568,0.17557936849935424
1076,1.6174253467909436,0.5652723222936102,0.922177617882593,1965.8379790011484,0.9988444377057104
1090,0.0,0.9806151061593182,0.0,217.01520852304694,0.0
1094,1.600007430780146,0.952911093157029,0.9097808077328249,3837.539206717358,0.9524864166725888
1601,1.500148388541263,0.0,0.9337373130324167,963.8137951138747,1.0
1602,1.4973008248144417,0.5435959842278103,0.9163719788808522,981.8628647809828,0.9983076522789553
1624,1.614843024698414,0.0,1.0238110889476213,5268.50942073484,1.0
1625,1.076897587162993,0.9905193194550527,0.5546286199644556,205.00661633171507,0.22872309557299547
1641,0.9806032286105382,0.7491306441471274,0.5329249903179801,160.92762936871497,0.48142377182559787
1902,0.9313369270036754,0.0,0.5061963385731711,12.236242876123335,1.0
1911,0.8566408498228203,0.5149300586994905,0.45008849613064655,5.202884392232753,0.7669449356458378
2016,1.0425824452661645,1.0666526054688044,0.5416787873462936,973.2815466372605,0.1156752769028868
2017,1.2065783361033662,1.1854231598361191,0.6502018825802554,2069.76429251965,0.21186715069296677
2018,1.3956721369933305,1.2509384494873002,0.779979303323694,2750.7290104669305,0.4416120604490888
2019,1.0375678066509304,1.2671235761954327,0.5384240228446304,1599.2721226496374,0.03656667696536101
2020,1.179660343336586,1.2287333953984099,0.6321207451240366,1703.5583278017455,0.14545484530379085
2022,1.0429152350229685,1.0527670763847692,0.5418949241428075,1100.167717411376,0.1277678902155294
2023,1.0918517725024717,1.1940002737337059,0.573863262097235,1809.7785946753716,0.08767287314963797
2024,0.0,1.11702292347818,0.0,1438.7677884306838,0.0
2025,0.9317670974293549,1.079792079940274,0.470693316414812,855.379729933453,0.03830440305444337
2026,0.9848690424923819,1.1613478882854231,0.5044602217227951,1804.0083160610486,0.03989512214400934
2027,1.1781129314432566,1.2322155221135567,0.6310844397094273,1837.0531576135222,0.14332817091546007
2028,1.0113567285134069,1.0452563499212892,0.521475943551116,610.42850950044,0.10148873173765026
2030,1.0822234571426153,1.1884824117120547,0.5675446016951848,1756.422592057554,0.08344650888525781
2031,1.1823697835041826,1.2307623373735317,0.6339360820331024,2228.706505894704,0.14705390837738366
2032,1.3673943618889335,1.1486864464113224,0.7602755944791119,2941.4145460147756,0.5421341841572281
2033,0.9975099228995563,1.2306471127237577,0.5125666542717175,1351.168690090347,0.030630619429072185
2034,0.8179040254521294,1.0216854711257863,0.3999279439850373,732.1799569711803,0.015741249284235363
2035,0.9696336331114322,1.131592701077805,0.494724487634618,1462.0579461583384,0.04103787070481472
2036,1.4126174570378893,1.2620467650686715,0.7918346999150736,2775.8319275669196,0.45998247206174864
2037,1.0532958926174103,1.224060037588315,0.548645481338447,1985.2526058967132,0.05319676542793747
2038,1.1127943548901214,0.977145845281843,0.5876550339040272,1862.016955996604,0.3192862214072623
2039,1.1793991693379673,1.1915143329481035,0.6319458124258454,2009.6005841906685,0.1736359906543653
2040,1.0971897745381296,1.0937776631045997,0.5773723842633246,2161.2442752674606,0.1569128493867331
2041,0.8980470434151762,1.0331313189202642,0.44949791091478897,1259.8637603991133,0.03635719476271181
2042,1.0009750050582915,1.1465996113486558,0.5147932688459537,1570.7933808867033,0.05100931950430402
2043,0.9911414305502088,1.2197453964493632,0.5084793921806477,542.3118483060417,0.031170774154188275
2046,1.102204882237539,1.2365080915522544,0.5806731318715667,1449.7385771444056,0.07534770836890198
2047,1.2104808100204267,1.317117554057737,0.6528316547536117,2193.2656655529536,0.11780427048312739
2048,1.5199668837561866,1.2636149744307326,0.8677537031967274,3376.195824398941,0.633544325197402
2049,1.0346074584652707,1.232635684131388,0.5365044450370525,1528.3091016211147,0.04271956745641861
2050,1.132130982702079,1.0743469167523527,0.6004469775962848,940.5400638737809,0.22254326997496335
2051,1.4997360083567317,1.173348265814371,0.853340468703789,4518.563753172219,0.7190314097480515
